analysis_id	safe_fish_mean	safe_fish_std	safe_fish_lower	safe_fish_upper	safe_space_mean	safe_space_std	safe_space_lower	safe_space_upper	source_database	search_substring	database_article_id	type	author	title	source_title	year	volume	number	pages	abstract	keywords	keywords_other	publisher	editor	language	affiliation	funding	doi	issn	isbn	journal	research_areas	web_of_science_categories	booktitle	book_group_author	book_author	organization	series	da	duplicate_id	n_duplicates	oro_branch.Mitigation_mean	oro_branch.Mitigation_std	oro_branch.Mitigation_lower	oro_branch.Mitigation_upper	oro_branch.Nature_mean	oro_branch.Nature_std	oro_branch.Nature_lower	oro_branch.Nature_upper	oro_branch.Societal_mean	oro_branch.Societal_std	oro_branch.Societal_lower	oro_branch.Societal_upper	Built_infrastructure_and_technology_mean	Built_infrastructure_and_technology_std	Built_infrastructure_and_technology_lower	Built_infrastructure_and_technology_upper	Socioinstitutional_mean	Socioinstitutional_std	Socioinstitutional_lower	Socioinstitutional_upper	data_type.Primary_mean	data_type.Primary_std	data_type.Primary_lower	data_type.Primary_upper	data_type.Seconday_mean	data_type.Seconday_std	data_type.Seconday_lower	data_type.Seconday_upper	implemented_mean	implemented_std	implemented_lower	implemented_upper
221598	0.0448299542069435	0.0107629410409305	0.034067013166013	0.055592895247874	0.941041791439056	0.0111934881630231	0.929848303276033	0.95223527960208	Web Of Science | Scopus	Renewables	WOS:000533277500016	Article	Torres-Freyermuth, Alec and Hofman, Anne and Tuz-Pech, Jose Clemente and Medellin, Gabriela and Roos, Pieter C.	Design and Performance of Permeable Groins on a Low-Energy Natural Beach	Journal Of Marine Science And Engineering	2020	8	4	NA	Beach erosion, ubiquitous of sandy coasts around the world, can be exacerbated or mitigated with the use of hard engineering solutions including groins. The use of groins has been discouraged in many countries despite its capability to reduce sand losses. This study aims to design a 15 m permeable groin that allows sediment bypassing. Field experiments were conducted on a low-energy, sea-breeze dominated micro-tidal beach at the northern Yucatan peninsula during both mean and extreme wave conditions. Firstly, a short-term experiment consisted in monitoring the structure performance for 24 h during typical sea breeze conditions and the subsequent beach recovery after the structure removal. Secondly, a multi-day (60 days) experiment was conducted to investigate the performance of a single- and double-groin system during both mean and local storm conditions. Beach surveys were conducted to evaluate the beach response. Shoreline variability shows sediment accretion on the east side of the structure during sea breezes, whereas during NNW storm events, the accretion occurred on the west side. Importantly, on a scale of days, sediment bypassing occurs, and hence a net accretion was measured at both sides of the structure. During this time, a second structure was deployed 30 m apart to test the performance of a double-groin system, finding a net shoreline advance at all beach transects. Thus, low-crested short-length permeable groins are found to be a suitable emergency mitigation measure against beach erosion in micro-tidal environments causing moderate shoreline change.	permeable groins; sea breezes; central american cold surges; swash zone; field experiments	yucatan	MDPI	NA	English	Torres-Freyermuth, A (Corresponding Author), Univ Nacl Autonoma Mexico, Inst Engn, Coastal Proc \& Engn Lab, Sisal 97835, Yucatan, Mexico. Torres-Freyermuth, Alec; Tuz-Pech, Jose Clemente; Medellin, Gabriela, Univ Nacl Autonoma Mexico, Inst Engn, Coastal Proc \& Engn Lab, Sisal 97835, Yucatan, Mexico. Hofman, Anne; Roos, Pieter C., Univ Twente, Dept Water Engn \& Management, NL-7522 NB Enschede, Netherlands.	CONACYT, through Investigacion Cientifica Basica {[}284819, 284430]; Laboratorio Nacional de Resiliencia Costera {[}299063]; PAPIIT DGAPA-UNAM {[}IN101218]	10.3390/jmse8040283	NA	NA	Journal Of Marine Science And Engineering	Engineering; Oceanography	Engineering, Marine; Engineering, Ocean; Oceanography	NA	NA	NA	NA	NA	2023-01-28	2020.17234	2	0.218667635321617	0.146922728300583	0.0717449070210346	0.3655903636222	0.475333589315414	0.0987777584408648	0.37655583087455	0.574111347756279	0.406325727701187	0.107453656744589	0.298872070956598	0.513779384445776	0.892035746574402	0.0208667915385746	0.871168955035827	0.912902538112976	0.202265843749046	0.0287390838511072	0.173526759897939	0.231004927600154	0.857275450229645	0.0186934663234341	0.838581983906211	0.875968916553079	0.134594176709652	0.0121199553059931	0.122474221403659	0.146714132015645	0.441768378019333	0.0955337546446649	0.346234623374668	0.537302132663998
162771	0.147080811858177	0.0439909168726431	0.103089894985534	0.19107172873082	0.938836479187012	0.0136109722961571	0.925225506890855	0.952447451483169	Web Of Science	Nature	WOS:000340473000006	Article	Gajbe, Alpesh and Shankar, Adya and Rodriguez, Sudarshan	Virtual Coast Guard: An Open and Crowdsourced GIS Portal for Stewardship of India's Coast	Transactions In Gis	2014	18	4	544-554	India's coastline is under tremendous pressure. The current processes of development are becoming a threat to the ecology and livelihoods housed on the coast. If left unchecked, there will not be much of a coast left for our future generations. GIS provides tremendous opportunities to map spatial information for better decision-making. Government agencies generate maps, but they are localized and inaccessible, preventing an actual assessment of the damage that is already happening to our coast. The Coastal Area Mapping Project (CAMP) envisions creating a collaborative GIS platform using open source technologies. CAMP's vision is to use Free and Open Source Software (FOSS) for collaboration and cocreation and collective problem solving. CAMP foresees a vision for India's coastline where power is equalized among all constituencies (Government, corporations, media, communities, civil societies, etc.), by capturing the big picture and patterns, thus enabling the creation of strategies for stewardship of India's coastline for human wellbeing, coastal protection and sustainable coastal development.	NA	NA	WILEY-BLACKWELL	NA	English	Gajbe, A (Corresponding Author), Tata Inst Social Sci, VN Purav Marg, Bombay 400088, Maharashtra, India. Gajbe, Alpesh; Shankar, Adya; Rodriguez, Sudarshan, Tata Inst Social Sci, Ctr Comp, Bombay 400088, Maharashtra, India.	NA	10.1111/tgis.12066	1361-1682	NA	Transactions In Gis	Geography	Geography	NA	NA	NA	NA	NA	2023-01-28	2014.5432	0	0.0953572079539299	0.0103485742648842	0.0850086336890457	0.105705782218814	0.345587539672852	0.0716977263459646	0.273889813326887	0.417285266018816	0.724027514457703	0.040342337187603	0.6836851772701	0.764369851645306	0.714976501464844	0.125888476190574	0.58908802527427	0.840864977655418	0.546596097946167	0.133952802318529	0.412643295627638	0.680548900264696	0.768681597709656	0.0438132831022325	0.724868314607423	0.812494880811888	0.214582964777946	0.0462007054728488	0.168382259305098	0.260783670250795	0.442027297616005	0.152833057923962	0.289194239692043	0.594860355539967
9529	0.0597479581832886	0.0145224287166207	0.0452255294666678	0.0742703868999093	0.939005506038666	0.0152102442260257	0.92379526181264	0.954215750264691	Web Of Science	General-options | Nature	WOS:000208051500001	Article	Gydesen, Anne and Wagner, Klaus	Coastal Defense Strategies in the Wadden Sea Region: Coping with Climate Change	Natural Hazards Review	2009	10	4	126-135	Recent floods such as the one in New Orleans (2005), the UN Intergovernmental Panel on Climate Change report and extreme weather events all influence the way people perceive the problem of climate change and the necessity for action. We analyzed the coastal defense policy in three Wadden Sea countries, The Netherlands, Germany, and Denmark. We looked at policy development in relationship to the anticipated climate change. We combined literature research on legislation and management with interviews of 11 decision makers in the areas of coastal defense and land-use planning policy. We found that coastal defense policy relies mainly on dikes and sand nourishments in the current defense strategy. In anticipation of climate change, some efforts are being made to develop alternative solutions. Land-use planning is involved in flood defense to a limited extent only. As long as budgets and technical solutions can keep the Wadden Sea region safe from major flood disasters, we found it unlikely that any fundamental policy shift will occur. There are, however, initiatives for improved management solutions.	climate changes; coastal management; planning; germany; netherlands; denmark	NA	ASCE-AMER SOC CIVIL ENGINEERS	NA	English	Wagner, K (Corresponding Author), Tech Univ Munich, Chair Forest \& Environm Policy, Hochanger 13, D-85354 Freising Weihenstephan, Germany. Wagner, Klaus, Tech Univ Munich, Chair Forest \& Environm Policy, D-85354 Freising Weihenstephan, Germany. Gydesen, Anne, Resource Management, Herkev 2730, Denmark.	NA	10.1061/(ASCE)1527-6988(2009)10:4(126)	1527-6988	NA	Natural Hazards Review	Engineering; Environmental Sciences \& Ecology; Geology; Meteorology \& Atmospheric Sciences; Water Resources	Engineering, Civil; Environmental Studies; Geosciences, Multidisciplinary; Meteorology \& Atmospheric Sciences; Water Resources	NA	NA	NA	NA	NA	2023-01-27	2009.296	2	0.109490601718426	0.0146197615750757	0.0948708401433501	0.124110363293501	0.229449248313904	0.0380176422640093	0.191431606049894	0.267466890577913	0.799286818504333	0.0301709707556452	0.769115847748688	0.829457789259979	0.644375109672546	0.0836295705312829	0.560745539141263	0.728004680203829	0.66517721414566	0.0696507162039439	0.595526497941717	0.734827930349604	0.762993812561035	0.0402570282547396	0.722736784306296	0.803250840815775	0.2191172093153	0.0447525337994608	0.174364675515839	0.263869743114761	0.519392192363739	0.110013224160334	0.409378968203405	0.629405416524073
6439	0.154381503909826	0.117680080896893	0.0367014230129335	0.272061584806719	0.936215162277222	0.0114669255310578	0.924748236746164	0.947682087808279	Web Of Science	General-options | Societal	WOS:000311609100045	Inproceedings	Nobuoka, H. and Cong, M. V.	VULNERABILITY CHANGE IN COASTAL ZONES OF VIETNAM AND JAPAN	Proceedings Of The 6th International Conference On Apac 2011	2012	NA	NA	NA	Preparing of adaptation strategy against global warming is one of the important issues. The purpose of paper is to show the typical effect of adaptation and early adaptation for reducing vulnerability in developed country and developing countries. The quantitative results of vulnerability assessments following trial scenarios of adaptations show that effect of early adaptation is strong in developing courtiers in case of good economy growth.	NA	NA	WORLD SCIENTIFIC PUBL CO PTE LTD	Lee, JHW and Ng, CO	English	Nobuoka, H (Corresponding Author), Ibaraki Univ, Urban \& Civil Engn, 4-12-1 Naka Narusawa, Hitachi, Ibaraki 3168511, Japan. Nobuoka, H., Ibaraki Univ, Urban \& Civil Engn, 4-12-1 Naka Narusawa, Hitachi, Ibaraki 3168511, Japan. Cong, M. V., Water Resources Univ, Civil Engn, Hanoi, Vietnam.	Ministry of the Environment, Japan {[}S-8, FY2010-FY2014]	NA	NA	978-981-4366-48-9	NANA	Engineering	Engineering, Environmental; Engineering, Civil; Engineering, Ocean	PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON APAC 2011	NA	NA	K C Wong Educ Fdn; Guangdong Prov Changda Highway Engn Co., Ltd; Croucher Fdn; Dragages Hong Kong Ltd; Nishimatsu Construct Co Ltd; Scottish Dev Int; World Sci Publishing Co Pte Ltd	NA	2023-01-27	2012.286	2	0.123726746439934	0.0161802782493356	0.107546468190598	0.139907024689269	0.213638952374458	0.0262826154704564	0.187356336904002	0.239921567844915	0.807520484924316	0.0261079799033261	0.78141250502099	0.833628464827642	0.60210275053978	0.110088985293955	0.492013765245825	0.712191735833734	0.674550580978394	0.0725449511578496	0.602005629820544	0.747095532136243	0.793832015991211	0.0436088774895724	0.750223138501639	0.837440893480783	0.187492296099663	0.039355605968084	0.148136690131579	0.226847902067747	0.496079838275909	0.132070765853149	0.36400907242276	0.628150604129059
986	0.068199273198843	0.0362768137782982	0.0319224594205448	0.104476086977141	0.943680512905121	0.00768360736574012	0.935996905539381	0.951364120270861	Web Of Science	General-options | Nature	WOS:000342302100010	Inproceedings	Headland, John R.	COASTAL STRUCTURES \& SEA LEVEL RISE: AN OPTIMIZED ADAPTIVE MANAGEMENT APPROACH	Coastal Structures 2011, Vol 1 \& 2	2013	NA	NA	109-119	There is a desire in the scientific community and various U.S. federal agencies (e.g., U.S. Army Corps of Engineers, U.S. Environmental Protection Agency, etc) to plan federal projects in a way that accommodates sea level rise. While efforts are underway, strict guidance is not yet available. Some U.S. coastal states (e.g., California Coastal Conservancy, 2009 and Cyan et al, 2006) have drafted approaches to include the effects of climate change. In the absence of specific guidance, however, coastal management agencies are often at the center of the debate surrounding the need to plan for sea level rise (SLR) and are forced to act in an ad hoc manner. In some cases, permits for new developments and existing projects cannot proceed without an agreement to address SLR. This paper presents an adaptive management approach that starts with an initial structure which is then strengthened over time to meet SLR.	NA	NA	WORLD SCIENTIFIC PUBL CO PTE LTD	Takahashi, S and Kobayashi, N and Shimosako, KI	English	Headland, JR (Corresponding Author), Moffatt \& Nichol, 104 W 40th St,14th Floor, New York, NY 10018 USA. Moffatt \& Nichol, New York, NY 10018 USA.	NA	NA	NA	978-981-4412-20-9	NANA	Engineering; Water Resources	Engineering, Civil; Water Resources	COASTAL STRUCTURES 2011, VOL 1 \& 2	NA	NA	ASCE COPRI; Kajima Fdn	NA	2023-01-27	2013.66	2	0.0942243084311485	0.00953213498146575	0.0846921734496828	0.103756443412614	0.295532923936844	0.042360393941984	0.25317252999486	0.337893317878828	0.756720948219299	0.0182770652908437	0.738443882928456	0.774998013510143	0.795547878742218	0.0972829822506963	0.698264896491522	0.892830860992914	0.439942234754562	0.179350492266024	0.260591742488538	0.619292727020586	0.770941305160523	0.0481908200743674	0.722750485086155	0.81913212523489	0.216708341240883	0.0500934918588017	0.166614849382081	0.266801833099685	0.42961266040802	0.0953539029562268	0.334258757451793	0.524966563364247
13878	0.947394907474518	0.0163757551487682	0.93101915232575	0.963770662623286	0.0151571862399578	0.00428352116970222	0.0108736650702556	0.01944070740966	Web Of Science	General-options | Nature | Societal	WOS:000345503500009	Article	Owens, Hannah L.	Closing the Gap Between Researchers and Policymakers: Lessons from the History of Fisheries Management in the United States	Society \& Natural Resources	2014	27	12	1339-1345	Increases in sea surface temperature have led to distributional changes in many commercially exploited fish species. These changes have already led to conflict over mackerel fisheries, arising from demand for fair resource apportionment and desire to manage the fishery sustainably. In order to develop adaptable management strategies for complex ocean fishery systems, policymakers and researchers must move beyond a reactive producer-consumer relationship to develop proactive, supportive collaborations. The history of U.S. national fisheries management is presented as an example of this transition. Building cooperative capacity over the last two centuries has lead to a more systematic understanding of the oceans, and has led to success in reducing the number of overfished stocks. Similar development of cooperation between policymakers and researchers on an international scale may be the surest way to develop management strategies adaptable enough to withstand challenges posed by future climate change.	policy and politics; climate change; science/policy interactions; adaptive management; fish and aquatic systems	NA	TAYLOR \& FRANCIS INC	NA	English	Owens, HL (Corresponding Author), Univ Kansas, Biodivers Inst, 1345 Jayhawk Blvd, Lawrence, KS 66046 USA. Owens, Hannah L., Univ Kansas, Biodivers Inst, Lawrence, KS 66046 USA. Owens, Hannah L., Univ Kansas, Dept Ecol \& Evolutionary Biol, Lawrence, KS 66046 USA.	NA	10.1080/08941920.2014.933930	0894-1920	NA	Society \& Natural Resources	Development Studies; Environmental Sciences \& Ecology; Public Administration; Sociology	Development Studies; Environmental Studies; Regional \& Urban Planning; Sociology	NA	NA	NA	NA	NA	2023-01-27	2014.761	3	0.0961416944861412	0.0078577623789157	0.0882839321072255	0.103999456865057	0.408537244796753	0.0492657448200511	0.359271499976702	0.457802989616804	0.58291232585907	0.0550820317246428	0.527830294134427	0.637994357583713	0.526403921842575	0.0949533413726462	0.431450580469929	0.621357263215221	0.712773716449738	0.0645060966486173	0.64826761980112	0.777279813098355	0.579512917995453	0.028391640177867	0.551121277817586	0.60790455817332	0.408566296100616	0.0249117454323283	0.383654550668288	0.433478041532945	0.471685063838959	0.0747221847607654	0.396962879078193	0.546407248599724
6029	0.0570241048932075	0.0108160581661333	0.0462080467270743	0.0678401630593408	0.945635318756104	0.00749260520291071	0.938142713553193	0.953127923959014	Web Of Science	General-options | Nature | Societal	WOS:000566256100057	Inproceedings	Vangeli, Teresa C. and Strileckis, Gelyn and Cesino, Justin	Climate Change Mitigation for Coastal Communities	International Conference On Sustainable Infrastructure 2019: Leading Resilient Communities Through The 21st Century	2019	NA	NA	533-542	Over recent decades, Boston has been affected by several tidal floods due to sea level rise. In addition to hurricanes, Sandy and Irene, are the storms occurring at high tide bringing damaging floods to coastal communities, causing major damage to the historical neighborhoods and developing areas, specifically, new Seaport District. Like other historical ports in the United States, most of Boston, including the new Seaport District, has neighborhoods/commercial districts built on filled coastline. Within recent years, the Seaport District has experienced significant economic increase in businesses/residents. This area has been revived and a thriving community has formed. However, solid mitigation to handle extreme weather and rising seawater is lacking. During the winter storms on 2018 in which the rising sea water flooded neighborhoods, Boston saw the storm surge as a threat to continual development in the Seaport District and around the city. One great storm surge could cause enormous economic damage to the city's coastlines. Several towns in Massachusetts have adopted their own mitigation plans. Boston is researching and exploring the economic and life safety issues to address or prepare for the changing climate. Adopting a formal plan is vital to preserving and protecting Boston's rich history and neighborhoods. This paper addresses mitigation measures to form a robust plan for policy makers, useful recommendations for engineers and designers working on infrastructure/buildings in coastal communities. These mitigation measures include protecting life safety equipment, MEP services/equipment, structural durability, accessibility with flood events, functional design recommendations for at-risk buildings, and retention.	NA	NA	AMER SOC CIVIL ENGINEERS	Chester, MV and Norton, M	English	Vangeli, TC (Corresponding Author), WSP USA, Transportat Facil TEC, 75 Arlington St,9th Floor, Boston, MA 02116 USA. Vangeli, Teresa C.; Strileckis, Gelyn, WSP USA, Transportat Facil TEC, 75 Arlington St,9th Floor, Boston, MA 02116 USA.	NA	NA	NA	978-0-7844-8265-0	NANA	Science \& Technology - Other Topics; Engineering; Environmental Sciences \& Ecology; Public Administration	Green \& Sustainable Science \& Technology; Engineering, Civil; Engineering, Geological; Environmental Studies; Regional \& Urban Planning	INTERNATIONAL CONFERENCE ON SUSTAINABLE INFRASTRUCTURE 2019: LEADING RESILIENT COMMUNITIES THROUGH THE 21ST CENTURY	NA	NA	Amer Soc Civil Engineers, Comm Sustainabil	NA	2023-01-27	2019.639	3	0.106774631142616	0.0115338276624389	0.0952408034801773	0.118308458805055	0.275339221954346	0.0315977254116211	0.243741496542725	0.306936947365967	0.758325707912445	0.0270223530669278	0.731303354845517	0.785348060979373	0.858852326869965	0.02871239754799	0.830139929321975	0.887564724417955	0.331213396787643	0.1069398484756	0.224273548312044	0.438153245263243	0.812959206104279	0.0256192777900602	0.787339928314218	0.838578483894339	0.175570875406265	0.0231389833230959	0.152431892083169	0.198709858729361	0.484236145019531	0.0779122834275868	0.406323861591945	0.562148428447118
634	0.267325513064861	0.119383578907752	0.147941934157109	0.386709091972614	0.914833664894104	0.0491565463586476	0.865677118535456	0.963990211252752	Web Of Science	General-options | Societal	WOS:000642524800001	Article	Ahmed, Saleh and Kiester, Elizabeth	Do gender differences lead to unequal access to climate adaptation strategies in an agrarian context? Perceptions from coastal Bangladesh	Local Environment	2021	26	5	650-665	While people around the world are increasingly facing various climate-related stresses, women with limited resources in low income developing societies are often at a greater risk largely because of their pre-existing constraints on social, economic, political, and cultural resources and opportunities. In this paper, we investigate how gender differences influence farmers' access to various resources that are critical for local climate adaptation in coastal Bangladesh. As one of the most climate-vulnerable regions in not only the country but the world, coastal Bangladesh is experiencing a significant increase in sea level rise, tropical cyclones, storm surges, coastal flooding, coastal erosions as well as unpredictable rainfall patterns. All of these climate related stresses directly contribute to the region's increasing exposure to saltwater intrusion in coastal lands and freshwater sources. While a majority of the previous research has focused on community-based climate adaptation, there has been limited attention on how gender differences shape local farmers' climate adaptation strategies. Using mixed-methods research, this article highlights the ways in which male-headed and female-headed farming households have differential access to locally available adaptation resources along with associated constraints or opportunities for adaptation and disaster risk reduction strategies vary substantially. Our findings suggest female-headed farms are less likely to sell their farmland or migrate away in search of non-farm income due to normative gendered expectations and socio-cultural restrictions. Therefore, female farmers are forced to pursue in-place farming adaptation strategies with limited external resources while relying on informal social networks for weather and climate information.	climate adaptation; coastal bangladesh; gender differences; female-headed farming households; kalapara	NA	ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD	NA	English	Ahmed, S (Corresponding Author), Boise State Univ, Sch Publ Serv, Boise, ID 83725 USA. Ahmed, Saleh, Boise State Univ, Sch Publ Serv, Boise, ID 83725 USA. Kiester, Elizabeth, Albright Coll, Sociol, Reading, PA 19612 USA.	NOAA {[}NA13OAR4310184]; USAID	10.1080/13549839.2021.1916901	1354-9839	NA	Local Environment	Science \& Technology - Other Topics; Environmental Sciences \& Ecology; Geography; Public Administration; Urban Studies	Green \& Sustainable Science \& Technology; Environmental Studies; Geography; Regional \& Urban Planning; Urban Studies	NA	NA	NA	NA	NA	2023-01-27	2021.80	2	0.108630800247192	0.0116937300044391	0.0969370702427533	0.120324530251631	0.221750769019127	0.0207538553286386	0.200996913690488	0.242504624347765	0.829368698596954	0.0248218925167075	0.804546806080247	0.854190591113662	0.614670330286026	0.171034498800214	0.443635831485812	0.78570482908624	0.643260818719864	0.114649957219675	0.528610861500189	0.757910775939539	0.811713600158691	0.0395402798385332	0.772173320320158	0.851253879997225	0.175880298018456	0.0386338856696062	0.137246412348849	0.214514183688062	0.683676064014435	0.0873311667384	0.596344897276035	0.771007230752835
3151	0.0526423618197441	0.0127226007272895	0.0399197610924546	0.0653649625470336	0.944514060020447	0.00700823572792293	0.937505824292524	0.95152229574837	Web Of Science	General-options | Nature | Societal	WOS:000385321500015	Article	Nettleman, III, Charles A. and Abd-Elrahman, Amr and Adams, Damian and Fik, Timothy and Ruppert, Thomas and Barnes, Grenville and Dewitt, Bon	A GIS based model of rolling easement policies in Pinellas County and Sarasota County, Florida	Ocean \& Coastal Management	2016	132	NA	143-154	Florida is the fourth most vulnerable coastal state in the USA to sea level rise (SLR). Studies predict that a 1.20 m rise translates into the displacement of almost five million people and destroys about 2.6 million homes. The only solution to reducing the vulnerability of Florida's coastline is the creation and implementation of coastal policies, including a reduction in armoring and the adoption of policies such as rolling easements. This paper advances a SLR inundation computer model that estimates the costs of applying rolling easement policy through three outcomes: property value loss, property area loss and conservation easement payments to home owners. The GIS computer model is modular which allows new policy components, datasets, or ArcGIS tools to easily be added to the model. The results show that property land inundation and real property losses are primarily linear while rolling easement compensation payments are substantial during the first three scenarios then are largely stable for the remaining SLR steps. (C) 2016 Elsevier Ltd. All rights reserved.	gis; slr; sea level rise; python; florida; modeling; arcgis; inundation; real property	sea-level rise; coastal; vulnerability; atlantic; impacts; hazards; beach	ELSEVIER SCI LTD	NA	English	Nettleman, CA (Corresponding Author), Texas A\&M Univ, Geospatial Informat Sci GISc, Corpus Christi, TX 78414 USA. Nettleman, Charles A., III, Texas A\&M Univ, Geospatial Informat Sci GISc, 6300 Ocean Blvd,Unit 5868, Corpus Christi, TX 78414 USA. Adams, Damian, Univ Florida, Gulf Coast REC, Sch Forest Resources \& Conservat, Geomat Gulf Coast REC, Plant City, FL 33563 USA. Fik, Timothy, Univ Florida, Sch Forest Resources \& Conservat, Nat Resource Econ \& Policy, 355 Newins Ziegler Hall,POB 110410, Gainesville, FL 32611 USA. Ruppert, Thomas, Univ Florida, 3137 Turlington Hall,POB 117315, Gainesville, FL 32611 USA. Barnes, Grenville, Univ Florida, Florida Sea Grant, 12520 Ulmerton Rd, Largo, FL 33773 USA. Dewitt, Bon, Univ Florida, Sch Forest Resources \& Conservat, Geomat, 406-B Reed Lab,POB 110565, Gainesville, FL 32611 USA. Univ Florida, Sch Forest Resources \& Conservat, Photogrammetry \& Remote Sensing, 305 Reed Lab,POB 110565, Gainesville, FL 32611 USA.	NA	10.1016/j.ocecoaman.2016.08.020	0964-5691	NA	Ocean \& Coastal Management	Oceanography; Water Resources	Oceanography; Water Resources	NA	NA	NA	NA	NA	2023-01-27	2016.246	3	0.109788279235363	0.0153803011540817	0.0944079780812813	0.125168580389445	0.332816991209984	0.0736763075789619	0.259140683631022	0.406493298788946	0.688429176807404	0.032974529060408	0.655454647746995	0.721403705867812	0.882043433189392	0.0211712742867347	0.860872158902657	0.903214707476127	0.28052604496479	0.114128301290929	0.166397743673862	0.394654346255719	0.856605041027069	0.0139047965981115	0.842700244428958	0.870509837625181	0.138789451122284	0.00940737080339644	0.129382080318887	0.14819682192568	0.401237145066261	0.103382420277533	0.297854724788728	0.504619565343795
6669	0.0534833066165447	0.0116582867607067	0.041825019855838	0.0651415933772515	0.866596019268036	0.0794693442333208	0.787126675034715	0.946065363501357	Web Of Science	General-options	WOS:000339427104095	Inproceedings	Voortman, H. G. and van der Kolk, H.	Adaptive design as an answer to climate uncertainty	Safety, Reliability And Risk Analysis: Beyond The Horizon	2014	NA	NA	3303-3309	With the closure of the Dutch estuary ``South Sea{''} in 1932, a large artificial lake was created of which the water level is controlled by discharge sluices. Due to a gradually rising sea level, the discharge capacity of these facilities has decreased and the control of the lake levels is insufficient. Future projections of sea level rise and rainfall patterns are highly uncertain, coupled to the uncertainties of climate change. Options for expanding discharge capacity were studied, using lifecycle costing. It could be shown that adaptive solutions are the most robust in view of the uncertain projections of the future. Lifecycle costing in the presented form turned out to be a suitable way of supporting public decision-making on large infrastructure.	NA	NA	CRC PRESS-TAYLOR \& FRANCIS GROUP	Steenbergen, RDJM and VanGelder, PHAJM and Miraglia, S and Vrouwenvelder, ACWMT	English	Voortman, HG (Corresponding Author), ARCADIS, Amersfoort, Netherlands. Voortman, H. G., ARCADIS, Amersfoort, Netherlands.	NA	NA	NA	978-1-315-81559-6; 978-1-138-00123-7	NANA	Engineering	Engineering, Manufacturing	SAFETY, RELIABILITY AND RISK ANALYSIS: BEYOND THE HORIZON	NA	NA	Netherlands Org Appl Sci Res; Delft Univ Technol; Dutch Soc Risk Management \& Reliabil Anal; European Safety \& Reliabil Assoc	NA	2023-01-27	2014.362	0	0.166452498733997	0.0560029265268158	0.110449572207182	0.222455425260813	0.205331569910049	0.0383983380512846	0.166933231858765	0.243729907961334	0.70376433134079	0.0688925273580694	0.63487180398272	0.772656858698859	0.883408856391907	0.0144681236139633	0.868940732777943	0.89787698000587	0.263093158602715	0.0787250033289205	0.184368155273794	0.341818161931635	0.835013949871063	0.0260023662313165	0.809011583639747	0.86101631610238	0.155811011791229	0.0204482083230142	0.135362803468215	0.176259220114243	0.387018039822578	0.13531675413072	0.251701285691858	0.522334793953299
