analysis_id	safe_fish_mean	safe_fish_std	safe_fish_lower	safe_fish_upper	safe_space_mean	safe_space_std	safe_space_lower	safe_space_upper	source_database	search_substring	database_article_id	type	author	title	source_title	year	volume	number	pages	abstract	keywords	keywords_other	publisher	editor	language	affiliation	funding	doi	issn	isbn	journal	research_areas	web_of_science_categories	booktitle	book_group_author	book_author	organization	series	da	duplicate_id	n_duplicates	oro_branch.Mitigation_mean	oro_branch.Mitigation_std	oro_branch.Mitigation_lower	oro_branch.Mitigation_upper	oro_branch.Nature_mean	oro_branch.Nature_std	oro_branch.Nature_lower	oro_branch.Nature_upper	oro_branch.Societal_mean	oro_branch.Societal_std	oro_branch.Societal_lower	oro_branch.Societal_upper	Built_infrastructure_and_technology_mean	Built_infrastructure_and_technology_std	Built_infrastructure_and_technology_lower	Built_infrastructure_and_technology_upper	Socioinstitutional_mean	Socioinstitutional_std	Socioinstitutional_lower	Socioinstitutional_upper	data_type.Primary_mean	data_type.Primary_std	data_type.Primary_lower	data_type.Primary_upper	data_type.Seconday_mean	data_type.Seconday_std	data_type.Seconday_lower	data_type.Seconday_upper	implemented_mean	implemented_std	implemented_lower	implemented_upper
64640	0.0702228672802448	0.0187726275591666	0.0514502397210782	0.0889954948394114	0.944799280166626	0.00841640946827866	0.936382870698347	0.953215689634905	Web Of Science	Nature	WOS:000259026400003	Article	Sonak, Sangeeta and Pangam, Prajwala and Giriyan, Asha	Green reconstruction of the tsunami-affected areas in India using the integrated coastal zone management concept	Journal Of Environmental Management	2008	89	1, SI	14-23	A tsunami, triggered by a massive undersea earthquake off Sumatra in Indonesia, greatly devastated the lives, property and infrastructure of coastal communities in the coastal states of India, Andaman and Nicobar islands, Indonesia, Sri Lanka, Malaysia and Thailand. This event attracted the attention of environmental managers at all levels, local, national, regional and global. It also shifted the focus from the impact of human activities on the environment to the impacts of natural hazards. Recovery/reconstruction of these areas is highly challenging. A clear understanding of the complex dynamics of the coast and the types of challenges faced by the several stakeholders of the coast is required. Issues such as sustainability, equity and community participation assume importance. The concept of ICZM (integrated coastal zone management) has been effectively used in most parts of the world. This concept emphasizes the holistic assessment of the coast and a multidisciplinary analysis using participatory processes. It integrates anthropocentric and eco-centric approaches. This paper documents several issues involved in the recovery of tsunami-affected areas and recommends the application of the ICZM concept to the reconstruction efforts. (c) 2007 Elsevier Ltd. All rights reserved.	tsunami; iczm; local community; coastal ecology; early warning; gender	sustainability; indicators; philippines; indonesia; projects; xiamen; china	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	NA	English	Sonak, S (Corresponding Author), Western Reg Ctr, Energy \& Resources Inst, F-9, Panaji 403004, Goa, India. Sonak, Sangeeta; Pangam, Prajwala; Giriyan, Asha, Western Reg Ctr, Energy \& Resources Inst, Panaji 403004, Goa, India.	NA	10.1016/j.jenvman.2007.01.052	0301-4797	NA	Journal Of Environmental Management	Environmental Sciences \& Ecology	Environmental Sciences	NA	NA	NA	NA	NA	2023-01-28	2008.2219	0	0.085275499522686	0.00993271264971589	0.0753427868729701	0.0952082121724019	0.397881019115448	0.0599284222371223	0.337952596878326	0.45780944135257	0.715663945674896	0.0432545040850707	0.672409441589826	0.758918449759967	0.742528581619263	0.126572087309215	0.615956494310048	0.869100668928478	0.502944588661194	0.178517358382267	0.324427230278927	0.681461947043461	0.796585595607758	0.0269436977908391	0.769641897816918	0.823529293398597	0.192908811569214	0.0258249323940289	0.167083879175185	0.218733743963243	0.468573328852654	0.130444933319384	0.33812839553327	0.599018262172037
6581	0.195446467399597	0.0995181005264362	0.0959283668731609	0.294964567926033	0.892324602603912	0.0709043647081638	0.821420237895748	0.963228967312076	Web Of Science	General-options | Societal	WOS:000398928900028	Incollection	Choy, Darryl Low and Clarke, Philip and Serrao-Neumann, Silvia and Hales, Robert and Koschade, Olivia and Jones, David	Coastal Urban and Peri-Urban Indigenous People's Adaptive Capacity to Climate Change	Balanced Urban Development: Options And Strategies For Liveable Cities	2016	72	NA	441-461	This chapter discusses the adaptive capacity of coastal urban and peri-urban Indigenous People's to climate change. It is based on the findings of a National Climate Change Adaptation Research Facility (NCCARF) funded project that utilised a series of case studies that engaged key representatives from Indigenous organisations in five coastal locations in three states of south-eastern Australia (Low Choy D, Clarke P, Jones D, Serrao-Neumann S, Hales R, Koschade O et al., Aboriginal reconnections: understanding coastal urban and peri-urban Indigenous people's vulnerability and adaptive capacity to climate change, National Climate Change Adaptation Research Facility, Gold Coast, 139 pp, 2013). The study has highlighted the social, economic and environmental impacts on urban and peri-urban Indigenous communities inhabiting coastal areas throughout south-eastern Australia. These impacts include a loss of community and environmental assets, such as cultural heritage sites, with significant impacts on their quality of life and the establishment of potential favourable conditions for the spread of plant diseases, weeds and pests. The study also found that opportunities did not readily exist for engagement with climate change adaptation policy and initiatives and this was further exacerbated by acute shortages of qualified/experienced Indigenous members that could represent their communities' interests in climate change adaptation forums. The evidence emerging from this research clearly demonstrates that Aboriginal people's consideration of the future, even with the overlay of climate change and the requirements for serious considerations of adaptation, are significantly influenced and dominated by economic aspirations which are seen as fundamental survival strategies for their communities. A number of specific climate change induced issues to emerge from the research included: the potential for Indigenous involvement in the `bush tucker' industry utilising wild plant species will potentially suffer from changes in species availability; concern was expressed about changes associated with peri-urban and urban development which appears to be escalating micro-environmental changes; peri-urbanisation is a major environmental change which threatens cultural assets including Aboriginal sites; Indigenous communities need representation in climate change adaptation forums and to be more directly involved in land and sea care projects. The chapter concludes with recommendations to better position Aboriginal engagement and knowledge systems in the wider climate change adaptation policy discourse.	climate change; peri-urbanization; micro-environmental change; aboriginals; indigenous communities	uncertainty; adaptation; australia	SPRINGER INTERNATIONAL PUBLISHING AG	Maheshwari, B and Singh, VP and Thoradeniya, B	English	Choy, DL (Corresponding Author), Griffith Univ, Nathan Campus,170 Kessels Rd, Nathan, Qld 4111, Australia. Choy, Darryl Low; Clarke, Philip; Serrao-Neumann, Silvia; Hales, Robert; Koschade, Olivia, Griffith Univ, Nathan Campus,170 Kessels Rd, Nathan, Qld 4111, Australia. Jones, David, Deakin Univ, 221 Burwood Highway, Burwood, Vic 3125, Australia.	NA	10.1007/978-3-319-28112-4\_27	0921-092X	978-3-319-28112-4; 978-3-319-28110-0	NANA	Science \& Technology - Other Topics; Water Resources	Green \& Sustainable Science \& Technology; Water Resources	BALANCED URBAN DEVELOPMENT: OPTIONS AND STRATEGIES FOR LIVEABLE CITIES	NA	NA	NA	Water Science and Technology Library	2023-01-27	2016.510	2	0.101076523959637	0.0118120623819058	0.0892644615777309	0.112888586341542	0.243335524201393	0.0277655207372885	0.215570003464105	0.271101044938682	0.823416876792908	0.026555869341121	0.796861007451787	0.849972746134029	0.557006072998047	0.129334065153361	0.427672007844685	0.686340138151408	0.710251045227051	0.0586370037501642	0.651614041476887	0.768888048977215	0.756831991672516	0.0547542765096445	0.702077715162871	0.81158626818216	0.23231053352356	0.0548774851067514	0.177433048416808	0.287188018630311	0.441865074634552	0.067572203625714	0.374292871008838	0.509437278260266
9801	0.304365283250809	0.258707577248582	0.0456577060022267	0.563072860499391	0.789078080654144	0.105183033276569	0.683895047377575	0.894261113930713	Web Of Science	General-options | Nature	WOS:000293836700009	Article	Thom, Bruce and Mckenzie, Fiona	The Population Policy Debate from a Natural Resource Perspective: Reflections from the Wentworth Group	Geographical Research	2011	49	3, SI	348-361	Generations of Australians, especially those who live in rural or remote areas, have struggled to better understand, manage, and adapt to Australia's unique environmental conditions. Increased awareness of pressures and impacts of population growth has renewed the long-standing debate on the nation's capacity to sustainably manage natural resources. Since 2002, the Wentworth Group of Concerned Scientists has been active in debates linking science and public policy with a declared intent to inform decision-makers on ways to adapt to changing Australian environmental conditions, assuming a growing population. The purpose of this paper is to reflect on the population policy debate from the perspective of an entity that has as its prime objective to improve the nation's capacity to adapt to these changing conditions by influencing public policy on natural resource management.	natural resources; public policy; wentworth group of concerned scientists; population growth; food security; water management; coastal vulnerability and risk; biodiversity loss; governance; climate change; global warming	environmental-management; australia; decentralization; prescriptions; conservation	WILEY	NA	English	Thom, B (Corresponding Author), Univ Sydney, Sch Geosci, Sydney, NSW 2006, Australia. Thom, Bruce; Mckenzie, Fiona, Univ Sydney, Sch Geosci, Sydney, NSW 2006, Australia.	NA	10.1111/j.1745-5871.2011.00703.x	1745-5863	NA	Geographical Research	Geography	Geography	NA	NA	NA	NA	NA	2023-01-27	2011.426	2	0.0944191336631775	0.00703807652685766	0.0873810571363198	0.101457210190035	0.467080295085907	0.057863564671321	0.409216730414586	0.524943859757228	0.616348552703857	0.0499109865265127	0.566437566177345	0.66625953923037	0.526676458120346	0.113139846208956	0.41353661191139	0.639816304329302	0.71417236328125	0.0683831243270812	0.645789238954169	0.782555487608331	0.632485449314117	0.0539921920345586	0.578493257279559	0.686477641348676	0.356144481897354	0.0475513976666835	0.308593084230671	0.403695879564038	0.439445108175278	0.0638439577211095	0.375601150454168	0.503289065896387
5455	0.749103192985058	0.347999228742851	0.401103964242207	1	0.26542281806469	0.188755439046764	0.0766673790179259	0.454178257111453	Web Of Science	General-options | Nature | Societal	WOS:000343646900005	Article	Chong, Joanne	Ecosystem-based approaches to climate change adaptation: progress and challenges	International Environmental Agreements-politics Law And Economics	2014	14	4	391-405	Resilient ecosystems are vital to human well-being and are increasingly recognised as critical to supporting communities' efforts to adapt to climate change. The governing bodies of the Convention on Biological Diversity and the United Nations Framework Convention on Climate Change are encouraging parties to adopt `ecosystem-based adaptation' (EbA) approaches, which utilise biodiversity and ecosystem services to support climate change adaptation. These approaches are wide ranging and include mangrove restoration to buffer against storm surges; watershed management to protect against droughts and floods; rangeland management to prevent desertification; and sustainable management of fisheries and forests to ensure food security. This article examines the emergence of EbA in international legal frameworks for climate change and biodiversity and progress towards implementation. The EbA concept is potentially powerful in catalysing international and national commitments to act due to its key defining features of a focus on societal adaptation rather than ecocentricism, and a targeting of the immediate adaptation needs of the poorest and most vulnerable communities who are adversely affected by climate change. However, examination of national policy and practice in two least developed countries, Samoa and Cambodia, reveals that institutional and legal barriers at national level can pose significant challenges to operationalising EbA to achieve adaptation objectives.	ecosystem services; climate change adaptation; ecosystem-based adaptation (eba); convention on biological diversity (cbd); united nations framework convention on climate change (unfccc); cambodia; samoa	services	SPRINGER	NA	English	Chong, J (Corresponding Author), Univ Technol Sydney, Inst Sustainable Futures, POB 123, Broadway, NSW 2007, Australia. Univ Technol Sydney, Inst Sustainable Futures, POB 123, Broadway, NSW 2007, Australia.	NA	10.1007/s10784-014-9242-9	1567-9764	NA	International Environmental Agreements-politics Law And Economics	Business \& Economics; Environmental Sciences \& Ecology; Government \& Law	Economics; Environmental Studies; Law; Political Science	NA	NA	NA	NA	NA	2023-01-27	2014.292	3	0.0826204225420952	0.00582986350832678	0.0767905590337684	0.088450286050422	0.451395565271378	0.0595451115604845	0.391850453710893	0.510940676831862	0.674289858341217	0.060716221388054	0.613573636953163	0.735006079729271	0.516694039106369	0.0910386986292401	0.425655340477129	0.607732737735609	0.723304688930511	0.0617164725257916	0.66158821640472	0.785021161456303	0.536768674850464	0.0724019677558162	0.464366707094648	0.60917064260628	0.447719025611877	0.0790954650296058	0.368623560582272	0.526814490641483	0.538342791795731	0.112542445729017	0.425800346066714	0.650885237524748
156282	0.172218742966652	0.114846929793419	0.0573718131732332	0.287065672760071	0.936739563941956	0.0106818164540218	0.926057747487934	0.947421380395977	Web Of Science	Nature	WOS:000473446400004	Article	Akerlof, Karen and Merrill, Jennifer and Yusuf, Juita-Elena (Wie) and Covi, Michelle and Rohring, Elizabeth	Key beliefs and attitudes for sea-level rise policy	Coastal Management	2019	47	4	406-428	This article reviews key measures of public opinion on sea-level rise (SLR): beliefs, attitudes, issue prioritization, and policy support. To do so, we first assess the influence of SLR beliefs and attitudes on issue prioritization and policy support using state-level data. Then, we compare the state findings to other surveys conducted in a hot spot of rising coastal waters, the U.S. Mid-Atlantic, to better understand the landscape of public opinion. Our findings indicate that, as in studies of climate change public opinion, belief certainty that SLR is happening and attitudes about its consequences significantly influence issue prioritization and policy support. Compared to climate change, SLR demonstrates less salience, but is similarly a low public priority. Nevertheless, the public supports governmental policies that address the issue, preferring strategies that discourage new construction in high risk areas and employ soft protection through natural barriers. Among the least popular approaches are those that implement hard barriers to defend against encroaching seas. Communication programs and public consultation by governments can benefit from the use of survey data to support evidence-based decision-making.	adaptation; mid-atlantic; policy; public opinion; surveys	hurricane sandy; fear appeals; climate; relocation; perceptions; opinion; impact; coast; stay	TAYLOR \& FRANCIS INC	NA	English	Akerlof, K (Corresponding Author), George Mason Univ, Fairfax, VA 22030 USA. Akerlof, Karen; Rohring, Elizabeth, George Mason Univ, Ctr Climate Change Commun, Fairfax, VA 22030 USA. Merrill, Jennifer, Univ Delaware, Coll Earth Ocean \& Environm, Newark, DE USA. Yusuf, Juita-Elena (Wie), Old Dominion Univ, Sch Publ Serv, Norfolk, VA USA. Covi, Michelle, Old Dominion Univ, Dept Ocean Earth \& Atmospher Sci, Norfolk, VA USA.	Town Creek Foundation; NOAA Mid-Atlantic Regional Sea Grant Consortium [}R/715197]; MADE CLEAR (NSF) {[}1239758]; Delaware Sea Grant [}NA14OAR4170087]; blue moon fund	10.1080/08920753.2019.1619903	0892-0753	NA	Coastal Management	Environmental Sciences \& Ecology	Environmental Sciences; Environmental Studies	NA	NA	NA	NA	NA	2023-01-28	2019.12700	0	0.116721798479557	0.0157578478013994	0.100963950678158	0.132479646280956	0.204681813716888	0.0263148691539057	0.178366944562983	0.230996682870794	0.814391231536865	0.0269905177566328	0.787400713780232	0.841381749293498	0.559133976697922	0.0936452415845443	0.465488735113377	0.652779218282466	0.699961578845978	0.0578330548298221	0.642128524016156	0.7577946336758	0.752356684207916	0.0482086127355458	0.70414807147237	0.800565296943462	0.232459118962288	0.0443393437681269	0.188119775194161	0.276798462730415	0.481326121091843	0.123687650120654	0.357638470971189	0.605013771212496
246255	0.0511700309813023	0.0118202415364824	0.0393497894448199	0.0629902725177846	0.947936320304871	0.006192583413469	0.941743736891402	0.95412890371834	Web Of Science | Scopus	Nature | Societal	WOS:000554412700072	Inproceedings	Dang, Anh H. and Nguyen, Thao D.	COASTAL EROSION IN CUA DAI BEACH: FUTURE INFLUENCE OF CLIMATE CHANGE AND SEA LEVEL RISE ON COASTAL PROTECTION	Proceedings Of The 10th International Conference On Asian And Pacific Coasts, Apac 2019	2020	NA	NA	521-528	Erosion and rising sea level represent important challenges to the Vietnamese society, especially around coastal areas in the middle of the country. A significant length of this coastline has been protected by coastal revetments against natural disasters. Further increases in sea levels will allow higher waves to reach the coastline and thus, will require coastal defenses and breakwaters to be reinforced and strengthened. In this paper, the authors attempt to describe the current erosion situation that has been observed and learned at Cua Dai Beach, which is located in Central Vietnam. The GIS application with satellite images is also used to estimate how coastlines suffer from erosion and other disasters. The effect that future sea level rise might have on coastal structures in Cua Dai Beach is investigated by calculating the expansion in cross section and armor units under several scenarios of sea level rise.	cua dai beach; coastal erosion; climate change; sea level rise; coastal defenses	NA	SPRINGER-VERLAG SINGAPORE PTE LTD	Viet, NT and Xiping, D and Tung, TT	English	Dang, AH (Corresponding Author), Ho Chi Minh City Univ Technol, Dept Port \& Coastal Engn, 26R Ly Thuong Kiet St, Ho Chi Minh City, Vietnam. Dang, Anh H.; Nguyen, Thao D., Ho Chi Minh City Univ Technol, Dept Port \& Coastal Engn, 26R Ly Thuong Kiet St, Ho Chi Minh City, Vietnam.	NA	10.1007/978-981-15-0291-0\_72	NA	978-981-15-0291-0; 978-981-15-0290-3	NANA	Engineering; Environmental Sciences \& Ecology; Meteorology \& Atmospheric Sciences	Engineering, Ocean; Environmental Sciences; Meteorology \& Atmospheric Sciences	PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ON ASIAN AND PACIFIC COASTS, APAC 2019	NA	NA	NAFOSTED; LONG THANH; FECON; LICOGI 16; SHENLIAN	NA	2023-01-28	2020.12615	4	0.0917797848582268	0.00944626070243701	0.0823335241557898	0.101226045560664	0.313521459698677	0.042229583370069	0.271291876328608	0.355751043068746	0.769223821163177	0.0277378607028293	0.741485960460348	0.796961681866007	0.890790343284607	0.0157269622085956	0.875063381076011	0.906517305493202	0.243790352344513	0.0451022859013197	0.198688066443193	0.288892638245833	0.85510745048523	0.0143109702500363	0.840796480235193	0.869418420735266	0.139357636868954	0.0111572699488347	0.128200366920119	0.150514906817788	0.458373808860779	0.151701476786091	0.306672332074688	0.61007528564687
285490	0.300965393334627	0.280122059983828	0.0208433333507989	0.581087453318455	0.180914003401995	0.145412562452233	0.0355014409497617	0.326326565854228	Scopus	Mitigation	2-s2.0-85131782010	Article	Seifert, V.	Rethinking our relationship to nature	Chemistry World	2022	19	1	63	The climate change emergency has brought forward the need to rethink how we humans interact with the environment. Should we be allowed to extract natural resources from the earth to accommodate our energy needs? Should we cut down forests to plant vegetables or raise cattle? Should we use plastic packages and then throw them away in the sea?	energy needs;  plastic packages, climate change	NA	Royal Society of Chemistry	NA	English	NA	NA	NA	14737604	NA	Chemistry World	NA	NA	NA	NA	NA	NA	NA	NA	2022.21686	0	0.396601796150208	0.166935560706115	0.229666235444093	0.563537356856322	0.159048438072205	0.0416039007784967	0.117444537293708	0.200652338850701	0.457354462146759	0.139204291364963	0.318150170781796	0.596558753511722	0.709729778766632	0.108117897669953	0.601611881096679	0.817847676436585	0.518025708198547	0.14254959163664	0.375476116561908	0.660575299835187	0.618341386318207	0.0349112211070605	0.583430165211146	0.653252607425267	0.360623651742935	0.0253047126112812	0.335318939131654	0.385928364354216	0.413742673397064	0.0929815474644235	0.320761125932641	0.506724220861488
234091	0.0886542409658432	0.0403259771866771	0.0483282637791661	0.12898021815252	0.722055619955063	0.195463707957771	0.526591911997291	0.917519327912834	Web Of Science	Nature | Societal	WOS:000396622500003	Article	Jaja, Jessica and Dawson, Jackie and Gaudet, Joanne	Using Social Network Analysis to examine the role that institutional integration plays in community-based adaptive capacity to climate change in Caribbean small island communities	Local Environment	2017	22	4	424-442	Remote island communities in the Caribbean are known to be disproportionately vulnerable to the impacts of climate change. As a result, there is a need to better understand the factors that contribute to increasing local-scale adaptive capacity through large-scale adaptation projects. While it has been argued that strong institutional networks are highly influential in a community's ability to leverage funds and to implement tailored adaptation projects, limited empirical research has been undertaken. Social Network Analysis was used to retrospectively evaluate the importance of institutional integration for enhancing adaptive capacity in the small island community of Paget Farm in St. Vincent and the Grenadines. Paget Farm successfully adapted to a lack of fresh water through the implementation of a funded solar-powered desalination plant - and as a result the community represents an ideal case study for analysis. Results reveal that while the level of vertical integration varied throughout the temporal phases of the adaptation project, horizontal integration was consistently low. These findings suggest that high integration between institutions may not be required during all project phases in order to ensure success and that more consistent rather than high levels of integration between sectors may be more meaningful for enhancing adaptive capacity.	climate change; adaptive capacity; caribbean small islands communities; institutional integration; social network analysis	communication patterns; adaptation; vulnerability; dimensions; governance	ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD	NA	English	Dawson, J (Corresponding Author), Univ Ottawa, Dept Geog Environm \& Geomat, 60 Univ Private, Ottawa, ON K1N 6N5, Canada. Jaja, Jessica; Dawson, Jackie, Univ Ottawa, Dept Geog Environm \& Geomat, 60 Univ Private, Ottawa, ON K1N 6N5, Canada. Gaudet, Joanne, Alpen Path Solut Inc, Ottawa, ON, Canada.	Social Sciences and Research Council of Canada (SSHRC); Environment, Society, and Policy Group	10.1080/13549839.2016.1213711	1354-9839	NA	Local Environment	Science \& Technology - Other Topics; Environmental Sciences \& Ecology; Geography; Public Administration; Urban Studies	Green \& Sustainable Science \& Technology; Environmental Studies; Geography; Regional \& Urban Planning; Urban Studies	NA	NA	NA	NA	NA	2023-01-28	2017.10658	2	0.108954614400864	0.0147465048038539	0.0942081095970098	0.123701119204718	0.223224768042564	0.0269992896109437	0.196225478431621	0.250224057653508	0.825621771812439	0.0215704703612476	0.804051301451191	0.847192242173687	0.593601834774017	0.141216269348863	0.452385565425154	0.73481810412288	0.671490097045898	0.0766288682236744	0.594861228822224	0.748118965269573	0.842849659919739	0.0296803899276471	0.813169269992092	0.872530049847386	0.149520021677017	0.0281290984826864	0.121390923194331	0.177649120159704	0.528839564323425	0.0669583874118924	0.461881176911533	0.595797951735318
107059	0.945709562301636	0.0175325489374151	0.928177013364221	0.963242111239051	0.055363267287612	0.0587227397648117	0	0.114086007052424	Web Of Science	Nature	WOS:000604551600050	Article	Lindsay, Amanda R. and Sanchirico, James N. and Gilliland, Ted E. and Ambo-Rappe, Rohani and Taylor, J. Edward and Krueck, Nils C. and Mumby, Peter J.	Evaluating sustainable development policies in rural coastal economies	Proceedings Of The National Academy Of Sciences Of The United States Of America	2020	117	52	33170-33176	Sustainable development (SD) policies targeting marine economic sectors, designed to alleviate poverty and conserve marine ecosystems, have proliferated in recent years. Many developing countries are providing poor fishing households with new fishing boats (fishing capital) that can be used further offshore as a means to improve incomes and relieve fishing pressure on nearshore fish stocks. These kinds of policies are a marine variant of traditional SD policies focused on agriculture. Here, we evaluate ex ante economic and environmental impacts of provisions of fishing and agricultural capital, with and without enforcement of fishing regulations that prohibit the use of larger vessels in nearshore habitats. Combining methods from development economics, natural resource economics, and marine ecology, we use a unique dataset and modeling framework to account for linkages between households, business sectors, markets, and local fish stocks. We show that the policies investing capital in local marine fisheries or agricultural sectors achieve income gains for targeted households, but knock-on effects lead to increased harvest of nearshore fish, making them unlikely to achieve conservation objectives in rural coastal economies. However, pairing an agriculture stimulus with increasing enforcement of existing fisheries' regulations may lead to a win-win situation. While marine-based policies could be an important tool to achieve two of the United Nations Sustainable Development Goals (alleviate poverty and protect vulnerable marine resources), their success is by no means assured and requires consideration of land and marine socioeconomic linkages inherent in rural economies.	coupled human and natural system; bioeconomic model; general equilibrium	small-scale fisheries; socioeconomic-factors; population-density; ecosystem services; food security; green growth; conservation; poverty; tragedy; markets	NATL ACAD SCIENCES	NA	English	Lindsay, AR (Corresponding Author), Luther Coll, Econ Accounting \& Management, Decorah, IA 52101 USA. Lindsay, Amanda R., Luther Coll, Econ Accounting \& Management, Decorah, IA 52101 USA. Sanchirico, James N., Univ Calif Davis, Environm Sci \& Policy, Davis, CA 95616 USA. Sanchirico, James N., Resources Future Inc, Washington, DC 20036 USA. Gilliland, Ted E., Mt Holyoke Coll, Econ, South Hadely, MA 01075 USA. Ambo-Rappe, Rohani, Hasanuddin Univ, Marine Sci \& Fisheries, Makassar 90245, Indonesia. Taylor, J. Edward, Univ Calif Davis, Agr \& Resource Econ, Davis, CA 95616 USA. Krueck, Nils C., Univ Tasmania, Inst Marine \& Antarctic Studies, Hobart, Tas 7001, Australia. Mumby, Peter J., Univ Queensland, Sch Biol Sci, Marine Spatial Ecol Lab, St Lucia, Qld 4072, Australia.	World Bank Global Environmental Facility Capturing Coral Reef and Related Ecosystem Services (CCRES) project; David and Lucile Packard Foundation {[}2014-40350]; World Bank Global Environmental Facility CCRES project; National Institute of Food and Agriculture	10.1073/pnas.2017835117	0027-8424	NA	Proceedings Of The National Academy Of Sciences Of The United States Of America	Science \& Technology - Other Topics	Multidisciplinary Sciences	NA	NA	NA	NA	NA	2023-01-28	2020.8732	0	0.0917436674237251	0.0101672633435393	0.0815764040801858	0.101910930767264	0.504646664857864	0.074125589809186	0.430521075048678	0.57877225466705	0.519284945726395	0.0947111461493577	0.424573799577037	0.613996091875752	0.621390479803085	0.170210672188412	0.451179807614673	0.791601151991498	0.608357429504395	0.159824228805977	0.448533200698418	0.768181658310371	0.746047937870026	0.10168192936377	0.644366008506256	0.847729867233796	0.235083577036858	0.0951932087974038	0.139890368239454	0.330276785834261	0.426262578368187	0.133341638222462	0.292920940145725	0.559604216590649
146328	0.0864345580339432	0.0609977485042708	0.0254368095296724	0.147432306538214	0.943971395492554	0.00778530426552215	0.936186091227032	0.951756699758076	Web Of Science	Nature	WOS:000693461700009	Article	McEvoy, Sadie and Haasnoot, Marjolijn and Biesbroek, Robbert	How are European countries planning for sea level rise?	Ocean \& Coastal Management	2021	203	NA	NA	Sea level rise (SLR) is projected to have severe consequences for people and assets in European coastal areas. Planning for SLR is a critical step to ensure timely and adequate responses. Despite our rapidly increasing understanding of SLR impacts and the need to adapt, few studies have looked at how countries are planning for SLR. We surveyed experts from the 32 European countries with a coastline about how their country is planning for SLR. Our online survey focused on four areas: (1) whether SLR planning exists and at what level of government; (2) which climate information and scenarios are used in planning; (3) what planning horizons and corresponding levels of SLR are used; and (4) how uncertainty in handled and whether high-end sea level rise is being considered in planning. Additionally, we asked experts to assess the status of sea level rise planning in their country. Our results indicate that most coastal countries in Europe are planning for SLR, but 25\% still do not. We find that the planning horizon 2100 is most common and many countries are considering around 1m (adjusted for local conditions) of SLR at that point in time. However, there are significant differences between countries, which may lead to unequal impacts, over time. We also find that RCP4.5 and RCP8.5 are the most widely used climate change scenarios, suggesting that countries are considering high-end climate change in planning, although this does not mean they consider high amounts of SLR. Important questions remain about how planning is realized into levels of protection or preparedness and whether the amounts of SLR and planning horizons currently in use will lead countries to act in time.	NA	climate-change adaptation; flood protection; coastal; policy	ELSEVIER SCI LTD	NA	English	McEvoy, S (Corresponding Author), Deltares, POB 177, NL-2600 MH Delft, Netherlands. McEvoy, Sadie; Haasnoot, Marjolijn, Deltares, POB 177, NL-2600 MH Delft, Netherlands. Haasnoot, Marjolijn, Univ Utrecht, Coastal Dynam Fluvial Syst \& Global Change, POB 80-115, NL-3508 TC Utrecht, Netherlands. Biesbroek, Robbert, Wageningen Univ, Publ Adm \& Policy Grp, Hollandseweg 1, NL-6706 KN Wageningen, Netherlands.	NA	10.1016/j.ocecoaman.2020.105512	0964-5691	NA	Ocean \& Coastal Management	Oceanography; Water Resources	Oceanography; Water Resources	NA	NA	NA	NA	NA	2023-01-28	2021.15422	0	0.1285390406847	0.0198632665386706	0.108675774146029	0.148402307223371	0.201717785000801	0.0303511030008923	0.171366681999909	0.232068888001693	0.807170832157135	0.0266921802275923	0.780478651929543	0.833863012384727	0.78725563287735	0.127957544802031	0.659298088075319	0.915213177679381	0.448444852232933	0.193142188417849	0.255302663815084	0.641587040650782	0.833356654644012	0.015082973525655	0.818273681118357	0.848439628169667	0.151988691091537	0.0118067800117496	0.140181911079788	0.163795471103287	0.454490703344345	0.0762493059187564	0.378241397425589	0.530740009263101
